Contrast,Expected,correct,first_sound,second_sound,third_sound,fourth_sound,response,response_time,total_correct,experiment_file,subject_nr,Participant,Block,test_sp,Condition,Dialect
NA,q,1,CF1_γάμα,CF1_τάμα,CF1_τάμα,CF1_τάμα,q,65,4,1c_Perc.osexp,24,FF16,0,0,1,3
16,q,1,CF1_ντίμη,CF1_δήμη,CF1_ντίμη,CF1_ντίμη,q,467,5,1c_Perc.osexp,24,FF16,1,0,1,3
11,q,0,CF1_γένει,CF1_δένει,CF1_γένει,CF1_γένει,None,3000,5,1c_Perc.osexp,24,FF16,1,0,1,3
13,q,1,CF1_θέλει,CF1_τέλη,CF1_θέλει,CF1_θέλει,q,30,6,1c_Perc.osexp,24,FF16,1,0,1,3
18,q,1,CF1_γάτα,CF1_γκάτα,CF1_γάτα,CF1_γάτα,q,105,7,1c_Perc.osexp,24,FF16,1,0,1,3
6,m,1,CF1_χάβω,CF1_χάβω,CF1_χάβω,CF1_θάβω,m,169,8,1c_Perc.osexp,24,FF16,1,0,1,3
16,m,1,CF1_ντύσει,CF1_ντύσει,CF1_ντύσει,CF1_δύσει,m,54,9,1c_Perc.osexp,24,FF16,1,0,1,3
2,q,1,CF1_τάπες,CF1_κάπες,CF1_κάπες,CF1_κάπες,q,68,10,1c_Perc.osexp,24,FF16,1,0,1,3
5,q,1,CF1_χώμα,CF1_χύμα,CF1_χώμα,CF1_χώμα,q,91,11,1c_Perc.osexp,24,FF16,1,0,1,3
5,q,1,CF1_χάνει,CF1_χύνει,CF1_χύνει,CF1_χύνει,q,253,12,1c_Perc.osexp,24,FF16,1,0,1,3
13,m,1,CF1_τάμα,CF1_τάμα,CF1_θάμα,CF1_τάμα,m,70,13,1c_Perc.osexp,24,FF16,1,0,1,3
3,m,1,CF1_τι,CF1_τι,CF1_τι,CF1_κι,m,20,14,1c_Perc.osexp,24,FF16,1,0,1,3
17,m,1,CF1_γκέλα,CF1_γκέλα,CF1_γέλα,CF1_γκέλα,m,185,15,1c_Perc.osexp,24,FF16,1,0,1,3
11,q,1,CF1_δίδα,CF1_γίδα,CF1_γίδα,CF1_γίδα,q,127,16,1c_Perc.osexp,24,FF16,1,0,1,3
3,m,1,CF1_κέντα,CF1_κέντα,CF1_τέντα,CF1_κέντα,m,178,17,1c_Perc.osexp,24,FF16,1,0,1,3
6,m,1,CF1_θάβει,CF1_θάβει,CF1_χάβει,CF1_θάβει,m,136,18,1c_Perc.osexp,24,FF16,1,0,1,3
15,m,1,CF1_κώμα,CF1_κώμα,CF1_χώμα,CF1_κώμα,m,162,19,1c_Perc.osexp,24,FF16,1,0,1,3
1,m,1,CF1_κάπου,CF1_κάπου,CF1_κήπου,CF1_κάπου,m,95,20,1c_Perc.osexp,24,FF16,1,0,1,3
14,m,1,CF1_χήνα,CF1_χήνα,CF1_χήνα,CF1_κίνα,m,137,21,1c_Perc.osexp,24,FF16,1,0,1,3
15,q,1,CF1_κάνω,CF1_χάνω,CF1_χάνω,CF1_χάνω,q,572,22,1c_Perc.osexp,24,FF16,1,0,1,3
4,q,1,CF1_χύμα,CF1_θύμα,CF1_θύμα,CF1_θύμα,q,60,23,1c_Perc.osexp,24,FF16,1,0,1,3
12,q,1,CF1_δούλα,CF1_γούλα,CF1_γούλα,CF1_γούλα,q,156,24,1c_Perc.osexp,24,FF16,1,0,1,3
10,q,1,CF1_γέλα,CF1_γάλα,CF1_γέλα,CF1_γέλα,q,10,25,1c_Perc.osexp,24,FF16,1,0,1,3
8,q,1,CF1_γκύζη,CF1_γκάζι,CF1_γκάζι,CF1_γκάζι,q,191,26,1c_Perc.osexp,24,FF16,1,0,1,3
4,m,1,CF1_θύτης,CF1_θύτης,CF1_θύτης,CF1_χύτης,m,154,27,1c_Perc.osexp,24,FF16,1,0,1,3
7,q,1,CF1_ντάμα,CF1_γκάμα,CF1_ντάμα,CF1_ντάμα,q,98,28,1c_Perc.osexp,24,FF16,1,0,1,3
12,m,1,CF1_γάμα,CF1_γάμα,CF1_δάμα,CF1_γάμα,m,225,29,1c_Perc.osexp,24,FF16,1,0,1,3
17,m,1,CF1_γκέννες,CF1_γκέννες,CF1_γκέννες,CF1_γέννες,m,178,30,1c_Perc.osexp,24,FF16,1,0,1,3
8,m,1,CF1_γκέμι,CF1_γκέμι,CF1_γκόμι,CF1_γκέμι,m,238,31,1c_Perc.osexp,24,FF16,1,0,1,3
14,q,1,CF1_κύμα,CF1_χύμα,CF1_χύμα,CF1_χύμα,q,86,32,1c_Perc.osexp,24,FF16,1,0,1,3
7,m,1,CF1_γκάλα,CF1_γκάλα,CF1_γκάλα,CF1_ντάλα,m,276,33,1c_Perc.osexp,24,FF16,1,0,1,3
18,m,1,CF1_γάμα,CF1_γάμα,CF1_γάμα,CF1_γκάμα,m,363,34,1c_Perc.osexp,24,FF16,1,0,1,3
1,m,1,CF1_κήπο,CF1_κήπο,CF1_κήπο,CF1_κόπο,m,228,35,1c_Perc.osexp,24,FF16,1,0,1,3
9,q,1,CF1_ντέφι,CF1_γκέφι,CF1_ντέφι,CF1_ντέφι,q,89,36,1c_Perc.osexp,24,FF16,1,0,1,3
9,q,1,CF1_ντι,CF1_γκι,CF1_γκι,CF1_γκι,q,51,37,1c_Perc.osexp,24,FF16,1,0,1,3
10,q,1,CF1_γόνος,CF1_γένος,CF1_γόνος,CF1_γόνος,q,54,38,1c_Perc.osexp,24,FF16,1,0,1,3
2,m,1,CF1_κάπας,CF1_κάπας,CF1_τάπας,CF1_κάπας,m,62,39,1c_Perc.osexp,24,FF16,1,0,1,3
5,q,1,CF1_χώμα,CF1_χύμα,CF1_χώμα,CF1_χώμα,q,129,40,1c_Perc.osexp,24,FF16,2,0,1,3
4,q,1,CF1_χύμα,CF1_θύμα,CF1_θύμα,CF1_θύμα,q,192,41,1c_Perc.osexp,24,FF16,2,0,1,3
17,m,1,CF1_γκέλα,CF1_γκέλα,CF1_γέλα,CF1_γκέλα,m,447,42,1c_Perc.osexp,24,FF16,2,0,1,3
18,m,1,CF1_γάμα,CF1_γάμα,CF1_γάμα,CF1_γκάμα,m,231,43,1c_Perc.osexp,24,FF16,2,0,1,3
10,q,1,CF1_γέλα,CF1_γάλα,CF1_γέλα,CF1_γέλα,q,234,44,1c_Perc.osexp,24,FF16,2,0,1,3
2,m,1,CF1_κάπας,CF1_κάπας,CF1_τάπας,CF1_κάπας,m,149,45,1c_Perc.osexp,24,FF16,2,0,1,3
3,m,1,CF1_κέντα,CF1_κέντα,CF1_τέντα,CF1_κέντα,m,38,46,1c_Perc.osexp,24,FF16,2,0,1,3
7,m,1,CF1_γκάλα,CF1_γκάλα,CF1_γκάλα,CF1_ντάλα,m,72,47,1c_Perc.osexp,24,FF16,2,0,1,3
6,m,1,CF1_χάβω,CF1_χάβω,CF1_χάβω,CF1_θάβω,m,338,48,1c_Perc.osexp,24,FF16,2,0,1,3
9,q,1,CF1_ντέφι,CF1_γκέφι,CF1_ντέφι,CF1_ντέφι,q,23,49,1c_Perc.osexp,24,FF16,2,0,1,3
13,q,1,CF1_θέλει,CF1_τέλη,CF1_θέλει,CF1_θέλει,q,237,50,1c_Perc.osexp,24,FF16,2,0,1,3
16,q,1,CF1_ντίμη,CF1_δήμη,CF1_ντίμη,CF1_ντίμη,q,166,51,1c_Perc.osexp,24,FF16,2,0,1,3
2,q,1,CF1_τάπες,CF1_κάπες,CF1_κάπες,CF1_κάπες,q,237,52,1c_Perc.osexp,24,FF16,2,0,1,3
1,m,1,CF1_κάπου,CF1_κάπου,CF1_κήπου,CF1_κάπου,m,238,53,1c_Perc.osexp,24,FF16,2,0,1,3
15,q,1,CF1_κάνω,CF1_χάνω,CF1_χάνω,CF1_χάνω,q,284,54,1c_Perc.osexp,24,FF16,2,0,1,3
13,m,1,CF1_τάμα,CF1_τάμα,CF1_θάμα,CF1_τάμα,m,66,55,1c_Perc.osexp,24,FF16,2,0,1,3
5,q,1,CF1_χάνει,CF1_χύνει,CF1_χύνει,CF1_χύνει,q,107,56,1c_Perc.osexp,24,FF16,2,0,1,3
15,m,1,CF1_κώμα,CF1_κώμα,CF1_χώμα,CF1_κώμα,m,124,57,1c_Perc.osexp,24,FF16,2,0,1,3
16,m,1,CF1_ντύσει,CF1_ντύσει,CF1_ντύσει,CF1_δύσει,m,235,58,1c_Perc.osexp,24,FF16,2,0,1,3
18,q,1,CF1_γάτα,CF1_γκάτα,CF1_γάτα,CF1_γάτα,q,138,59,1c_Perc.osexp,24,FF16,2,0,1,3
11,q,1,CF1_δίδα,CF1_γίδα,CF1_γίδα,CF1_γίδα,q,234,60,1c_Perc.osexp,24,FF16,2,0,1,3
14,m,1,CF1_χήνα,CF1_χήνα,CF1_χήνα,CF1_κίνα,m,998,61,1c_Perc.osexp,24,FF16,2,0,1,3
17,m,1,CF1_γκέννες,CF1_γκέννες,CF1_γκέννες,CF1_γέννες,m,254,62,1c_Perc.osexp,24,FF16,2,0,1,3
14,q,1,CF1_κύμα,CF1_χύμα,CF1_χύμα,CF1_χύμα,q,248,63,1c_Perc.osexp,24,FF16,2,0,1,3
12,q,1,CF1_δούλα,CF1_γούλα,CF1_γούλα,CF1_γούλα,q,176,64,1c_Perc.osexp,24,FF16,2,0,1,3
8,q,1,CF1_γκύζη,CF1_γκάζι,CF1_γκάζι,CF1_γκάζι,q,37,65,1c_Perc.osexp,24,FF16,2,0,1,3
4,m,1,CF1_θύτης,CF1_θύτης,CF1_θύτης,CF1_χύτης,m,148,66,1c_Perc.osexp,24,FF16,2,0,1,3
6,m,1,CF1_θάβει,CF1_θάβει,CF1_χάβει,CF1_θάβει,m,130,67,1c_Perc.osexp,24,FF16,2,0,1,3
12,m,1,CF1_γάμα,CF1_γάμα,CF1_δάμα,CF1_γάμα,m,10,68,1c_Perc.osexp,24,FF16,2,0,1,3
10,q,1,CF1_γόνος,CF1_γένος,CF1_γόνος,CF1_γόνος,q,4,69,1c_Perc.osexp,24,FF16,2,0,1,3
9,q,1,CF1_ντι,CF1_γκι,CF1_γκι,CF1_γκι,q,126,70,1c_Perc.osexp,24,FF16,2,0,1,3
3,m,1,CF1_τι,CF1_τι,CF1_τι,CF1_κι,m,293,71,1c_Perc.osexp,24,FF16,2,0,1,3
7,q,1,CF1_ντάμα,CF1_γκάμα,CF1_ντάμα,CF1_ντάμα,q,106,72,1c_Perc.osexp,24,FF16,2,0,1,3
1,m,1,CF1_κήπο,CF1_κήπο,CF1_κήπο,CF1_κόπο,m,225,73,1c_Perc.osexp,24,FF16,2,0,1,3
8,m,1,CF1_γκέμι,CF1_γκέμι,CF1_γκόμι,CF1_γκέμι,m,190,74,1c_Perc.osexp,24,FF16,2,0,1,3
11,q,1,CF1_γένει,CF1_δένει,CF1_γένει,CF1_γένει,q,216,75,1c_Perc.osexp,24,FF16,2,0,1,3
1,m,1,CF1_κάπου,CF1_κάπου,CF1_κήπου,CF1_κάπου,m,399,76,1c_Perc.osexp,24,FF16,3,0,1,3
6,m,1,CF1_θάβει,CF1_θάβει,CF1_χάβει,CF1_θάβει,m,231,77,1c_Perc.osexp,24,FF16,3,0,1,3
11,q,1,CF1_δίδα,CF1_γίδα,CF1_γίδα,CF1_γίδα,q,227,78,1c_Perc.osexp,24,FF16,3,0,1,3
8,m,1,CF1_γκέμι,CF1_γκέμι,CF1_γκόμι,CF1_γκέμι,m,103,79,1c_Perc.osexp,24,FF16,3,0,1,3
14,m,1,CF1_χήνα,CF1_χήνα,CF1_χήνα,CF1_κίνα,m,499,80,1c_Perc.osexp,24,FF16,3,0,1,3
3,m,1,CF1_κέντα,CF1_κέντα,CF1_τέντα,CF1_κέντα,m,132,81,1c_Perc.osexp,24,FF16,3,0,1,3
6,m,1,CF1_χάβω,CF1_χάβω,CF1_χάβω,CF1_θάβω,m,217,82,1c_Perc.osexp,24,FF16,3,0,1,3
5,q,1,CF1_χάνει,CF1_χύνει,CF1_χύνει,CF1_χύνει,q,51,83,1c_Perc.osexp,24,FF16,3,0,1,3
9,q,1,CF1_ντι,CF1_γκι,CF1_γκι,CF1_γκι,q,209,84,1c_Perc.osexp,24,FF16,3,0,1,3
12,m,1,CF1_γάμα,CF1_γάμα,CF1_δάμα,CF1_γάμα,m,228,85,1c_Perc.osexp,24,FF16,3,0,1,3
13,m,1,CF1_τάμα,CF1_τάμα,CF1_θάμα,CF1_τάμα,m,2038,86,1c_Perc.osexp,24,FF16,3,0,1,3
10,q,1,CF1_γέλα,CF1_γάλα,CF1_γέλα,CF1_γέλα,q,192,87,1c_Perc.osexp,24,FF16,3,0,1,3
7,q,1,CF1_ντάμα,CF1_γκάμα,CF1_ντάμα,CF1_ντάμα,q,276,88,1c_Perc.osexp,24,FF16,3,0,1,3
15,m,1,CF1_κώμα,CF1_κώμα,CF1_χώμα,CF1_κώμα,m,191,89,1c_Perc.osexp,24,FF16,3,0,1,3
8,q,1,CF1_γκύζη,CF1_γκάζι,CF1_γκάζι,CF1_γκάζι,q,110,90,1c_Perc.osexp,24,FF16,3,0,1,3
18,m,1,CF1_γάμα,CF1_γάμα,CF1_γάμα,CF1_γκάμα,m,101,91,1c_Perc.osexp,24,FF16,3,0,1,3
16,m,1,CF1_ντύσει,CF1_ντύσει,CF1_ντύσει,CF1_δύσει,m,147,92,1c_Perc.osexp,24,FF16,3,0,1,3
11,q,1,CF1_γένει,CF1_δένει,CF1_γένει,CF1_γένει,q,208,93,1c_Perc.osexp,24,FF16,3,0,1,3
13,q,1,CF1_θέλει,CF1_τέλη,CF1_θέλει,CF1_θέλει,q,8,94,1c_Perc.osexp,24,FF16,3,0,1,3
4,q,1,CF1_χύμα,CF1_θύμα,CF1_θύμα,CF1_θύμα,q,161,95,1c_Perc.osexp,24,FF16,3,0,1,3
1,m,1,CF1_κήπο,CF1_κήπο,CF1_κήπο,CF1_κόπο,m,150,96,1c_Perc.osexp,24,FF16,3,0,1,3
9,q,1,CF1_ντέφι,CF1_γκέφι,CF1_ντέφι,CF1_ντέφι,q,196,97,1c_Perc.osexp,24,FF16,3,0,1,3
2,m,1,CF1_κάπας,CF1_κάπας,CF1_τάπας,CF1_κάπας,m,87,98,1c_Perc.osexp,24,FF16,3,0,1,3
10,q,1,CF1_γόνος,CF1_γένος,CF1_γόνος,CF1_γόνος,q,194,99,1c_Perc.osexp,24,FF16,3,0,1,3
18,q,1,CF1_γάτα,CF1_γκάτα,CF1_γάτα,CF1_γάτα,q,209,100,1c_Perc.osexp,24,FF16,3,0,1,3
7,m,1,CF1_γκάλα,CF1_γκάλα,CF1_γκάλα,CF1_ντάλα,m,209,101,1c_Perc.osexp,24,FF16,3,0,1,3
15,q,1,CF1_κάνω,CF1_χάνω,CF1_χάνω,CF1_χάνω,q,209,102,1c_Perc.osexp,24,FF16,3,0,1,3
16,q,1,CF1_ντίμη,CF1_δήμη,CF1_ντίμη,CF1_ντίμη,q,77,103,1c_Perc.osexp,24,FF16,3,0,1,3
17,m,1,CF1_γκέλα,CF1_γκέλα,CF1_γέλα,CF1_γκέλα,m,125,104,1c_Perc.osexp,24,FF16,3,0,1,3
2,q,1,CF1_τάπες,CF1_κάπες,CF1_κάπες,CF1_κάπες,q,5,105,1c_Perc.osexp,24,FF16,3,0,1,3
3,m,1,CF1_τι,CF1_τι,CF1_τι,CF1_κι,m,374,106,1c_Perc.osexp,24,FF16,3,0,1,3
4,m,1,CF1_θύτης,CF1_θύτης,CF1_θύτης,CF1_χύτης,m,106,107,1c_Perc.osexp,24,FF16,3,0,1,3
5,q,1,CF1_χώμα,CF1_χύμα,CF1_χώμα,CF1_χώμα,q,208,108,1c_Perc.osexp,24,FF16,3,0,1,3
14,q,1,CF1_κύμα,CF1_χύμα,CF1_χύμα,CF1_χύμα,q,250,109,1c_Perc.osexp,24,FF16,3,0,1,3
17,m,1,CF1_γκέννες,CF1_γκέννες,CF1_γκέννες,CF1_γέννες,m,211,110,1c_Perc.osexp,24,FF16,3,0,1,3
12,q,1,CF1_δούλα,CF1_γούλα,CF1_γούλα,CF1_γούλα,q,66,111,1c_Perc.osexp,24,FF16,3,0,1,3
20,q,1,TF4_θύτης,TF4_δύτης,TF4_δύτης,TF4_δύτης,q,175,112,1c_Perc.osexp,24,FF16,4,1,1,3
19,m,1,TF4_ζούπα,TF4_ζούπα,TF4_σούπα,TF4_ζούπα,m,279,113,1c_Perc.osexp,24,FF16,4,1,1,3
19,m,1,TF4_ζάλο,TF4_ζάλο,TF4_ζάλο,TF4_σάλο,m,282,114,1c_Perc.osexp,24,FF16,4,1,1,3
19,q,1,TF4_φράση,TF4_βράση,TF4_βράση,TF4_βράση,q,177,115,1c_Perc.osexp,24,FF16,4,1,1,3
21,q,1,AF2_θα,AM2_να,TM2_θα,CF1_θα,q,270,116,1c_Perc.osexp,24,FF16,4,0,1,3
13,m,1,CM6_τίμα,AF1_τίμα,TF2_θύμα,TM1_τίμα,m,201,117,1c_Perc.osexp,24,FF16,4,0,1,3
19,m,1,TF4_μάρκες,TF4_μάρκες,TF4_νάρκες,TF4_μάρκες,m,1134,118,1c_Perc.osexp,24,FF16,4,1,1,3
9,m,1,TF4_ντύνει,TF4_ντύνει,TF4_γκύνει,TF4_ντύνει,m,7,119,1c_Perc.osexp,24,FF16,4,1,1,3
20,m,1,TF4_δόλο,TF4_δόλο,TF4_δόλο,TF4_θόλο,m,210,120,1c_Perc.osexp,24,FF16,4,1,1,3
19,q,1,TF4_φάσεις,TF4_βάσεις,TF4_βάσεις,TF4_βάσεις,q,147,121,1c_Perc.osexp,24,FF16,4,1,1,3
15,q,1,TF4_χάνατε,TF4_κάνατε,TF4_χάνατε,TF4_χάνατε,q,69,122,1c_Perc.osexp,24,FF16,4,1,1,3
20,m,1,TF4_γέλια,TF4_γέλια,TF4_γέλια,TF4_χέλια,m,312,123,1c_Perc.osexp,24,FF16,4,1,1,3
19,q,1,TF4_ζούλα,TF4_σούλα,TF4_ζούλα,TF4_ζούλα,q,213,124,1c_Perc.osexp,24,FF16,4,1,1,3
19,q,0,AF2_μου,AM2_νου,CF1_μου,TM2_μου,m,638,124,1c_Perc.osexp,24,FF16,4,0,1,3
20,m,1,TF4_γάρου,TF4_γάρου,TF4_γάρου,TF4_χάρου,m,379,125,1c_Perc.osexp,24,FF16,4,1,1,3
21,q,1,AF2_δίκη,CF1_νίκη,AM2_νίκη,TM2_νίκη,q,193,126,1c_Perc.osexp,24,FF16,4,0,1,3
21,m,1,AM2_νόμο,AF2_νόμο,TM2_δόμο,CF1_νόμο,m,240,127,1c_Perc.osexp,24,FF16,4,0,1,3
2,m,0,TM1_τόπων,TF2_τόπων,CM6_κόπων,AF1_τόπων,q,494,127,1c_Perc.osexp,24,FF16,4,0,1,3
4,m,1,TF4_χέσει,TF4_χέσει,TF4_χέσει,TF4_θέσει,m,229,128,1c_Perc.osexp,24,FF16,4,1,1,3
16,q,1,TF4_ντίσκο,TF4_δίσκο,TF4_ντίσκο,TF4_ντίσκο,q,134,129,1c_Perc.osexp,24,FF16,4,1,1,3
19,q,1,TF4_μύχια,TF4_νύχια,TF4_μύχια,TF4_μύχια,q,114,130,1c_Perc.osexp,24,FF16,4,1,1,3
20,q,1,AM1_χήρας,TF1_γήρας,CM3_γήρας,CF2_γήρας,q,513,131,1c_Perc.osexp,24,FF16,4,0,1,3
21,m,1,AM2_δόλο,AF2_δόλο,CF1_σόλο,TM2_δόλο,m,217,132,1c_Perc.osexp,24,FF16,4,0,1,3
3,q,1,AF1_τύπος,TF2_κήπος,TM1_κήπος,CM6_κήπος,q,258,133,1c_Perc.osexp,24,FF16,4,0,1,3
19,q,1,CM3_βάρος,TF1_φάρος,CF2_βάρος,AM1_βάρος,q,275,134,1c_Perc.osexp,24,FF16,4,0,1,3
14,m,1,TF4_χι,TF4_χι,TF4_κι,TF4_χι,m,135,135,1c_Perc.osexp,24,FF16,4,1,1,3
19,m,1,TF4_ζώσει,TF4_ζώσει,TF4_ζώσει,TF4_σώσει,m,85,136,1c_Perc.osexp,24,FF16,4,1,1,3
12,m,1,TM1_γάτα,TF2_γάτα,AF1_γάτα,CM6_δάτα,m,398,137,1c_Perc.osexp,24,FF16,4,0,1,3
18,q,1,TF4_γκόνο,TF4_γόνο,TF4_γόνο,TF4_γόνο,q,134,138,1c_Perc.osexp,24,FF16,4,1,1,3
20,q,1,AM1_δέμα,CF2_θέμα,TF1_δέμα,CM3_δέμα,q,274,139,1c_Perc.osexp,24,FF16,4,0,1,3
21,m,1,CF1_δώσει,AM2_δώσει,AF2_δώσει,TM2_ζώσει,m,272,140,1c_Perc.osexp,24,FF16,4,0,1,3
6,q,1,AF1_θάψει,TF2_χάψει,CM6_χάψει,TM1_χάψει,q,351,141,1c_Perc.osexp,24,FF16,4,0,1,3
11,m,1,TF2_γίναμε,TM1_γίναμε,AF1_γίναμε,CM6_δίναμε,m,314,142,1c_Perc.osexp,24,FF16,4,0,1,3
21,m,1,CF2_νότες,TF1_νότες,CM3_νότες,AM1_δότες,m,150,143,1c_Perc.osexp,24,FF16,4,0,1,3
19,q,0,AM1_σώµα,CF2_ζώµα,CM3_ζώµα,TF1_ζώµα,m,241,143,1c_Perc.osexp,24,FF16,4,0,1,3
17,q,1,TF1_γύζη,CF2_γκύζη,CM3_γκύζη,AM1_γκύζη,q,228,144,1c_Perc.osexp,24,FF16,4,0,1,3
NA,q,0,CM6_γάμα,TM2_τάμα,AF1_τάμα,TM1_τάμα,None,3000,0,3all_Perc.osexp,25,FF17,0,0,3,0
NA,m,1,AF2_θάμα,TM1_θάμα,CM6_δάμα,AF1_θάμα,m,601,1,3all_Perc.osexp,25,FF17,0,0,3,0
NA,q,1,TM2_τίμα,CF1_χύμα,AM2_τίμα,AM1_τίμα,q,477,2,3all_Perc.osexp,25,FF17,0,0,3,0
NA,m,0,AM2_κι,TF1_κι,CM3_κι,TF2_γκι,q,605,2,3all_Perc.osexp,25,FF17,0,0,3,0
NA,q,0,CM3_τάμα,TF1_ντάμα,CM6_τάμα,AM2_τάμα,m,358,2,3all_Perc.osexp,25,FF17,0,0,3,0
NA,m,1,TM1_τι,CM6_τι,AF1_τι,TM2_ντι,m,331,3,3all_Perc.osexp,25,FF17,0,0,3,0
4,q,0,TF2_χύμα,CM6_θύμα,TM1_θύμα,AF1_θύμα,m,168,3,3all_Perc.osexp,25,FF17,1,0,3,0
2,m,0,TM1_κάπας,CM6_κάπας,TF2_τάπας,AF1_κάπας,q,2691,3,3all_Perc.osexp,25,FF17,1,0,3,0
1,m,0,AF1_κήπο,TF2_κήπο,CM6_κήπο,TM1_κόπο,q,827,3,3all_Perc.osexp,25,FF17,1,0,3,0
17,m,1,CM6_γκέλα,TF2_γκέλα,AF1_γέλα,TM1_γκέλα,m,359,4,3all_Perc.osexp,25,FF17,1,0,3,0
11,q,1,TF2_γένει,CM6_δένει,AF1_γένει,TM1_γένει,q,225,5,3all_Perc.osexp,25,FF17,1,0,3,0
15,m,1,TM1_κώμα,TF2_κώμα,AF1_χώμα,CM6_κώμα,m,247,6,3all_Perc.osexp,25,FF17,1,0,3,0
8,m,0,CM6_γκέμι,AF1_γκέμι,TM1_γκόμι,TF2_γκέμι,q,172,6,3all_Perc.osexp,25,FF17,1,0,3,0
9,q,1,TF2_ντι,CM6_γκι,AF1_γκι,TM1_γκι,q,809,7,3all_Perc.osexp,25,FF17,1,0,3,0
13,q,1,TM1_θέλει,CM6_τέλη,AF1_θέλει,TF2_θέλει,q,771,8,3all_Perc.osexp,25,FF17,1,0,3,0
6,m,1,TF2_θάβει,AF1_θάβει,TM1_χάβει,CM6_θάβει,m,394,9,3all_Perc.osexp,25,FF17,1,0,3,0
18,m,1,AF1_γάμα,TM1_γάμα,CM6_γάμα,TF2_γκάμα,m,63,10,3all_Perc.osexp,25,FF17,1,0,3,0
10,q,1,CM6_γέλα,AF1_γάλα,TF2_γέλα,TM1_γέλα,q,574,11,3all_Perc.osexp,25,FF17,1,0,3,0
14,q,1,AF1_κύμα,CM6_χύμα,TF2_χύμα,TM1_χύμα,q,266,12,3all_Perc.osexp,25,FF17,1,0,3,0
12,m,1,TF2_γάμα,TM1_γάμα,AF1_δάμα,CM6_γάμα,m,337,13,3all_Perc.osexp,25,FF17,1,0,3,0
3,m,1,CM6_τι,TM1_τι,TF2_τι,AF1_κι,m,732,14,3all_Perc.osexp,25,FF17,1,0,3,0
5,q,1,AF1_χώμα,CM6_χύμα,TF2_χώμα,TM1_χώμα,q,487,15,3all_Perc.osexp,25,FF17,1,0,3,0
9,q,1,TF2_ντέφι,AF1_γκέφι,CM6_ντέφι,TM1_ντέφι,q,193,16,3all_Perc.osexp,25,FF17,1,0,3,0
11,q,0,AF1_δίδα,TM1_γίδα,TF2_γίδα,CM6_γίδα,m,348,16,3all_Perc.osexp,25,FF17,1,0,3,0
1,m,1,TM1_κάπου,TF2_κάπου,CM6_κήπου,AF1_κάπου,m,374,17,3all_Perc.osexp,25,FF17,1,0,3,0
8,q,1,CM6_γκύζη,TM1_γκάζι,TF2_γκάζι,AF1_γκάζι,q,327,18,3all_Perc.osexp,25,FF17,1,0,3,0
16,q,0,CM6_ντίμη,AF1_δήμη,TM1_ντίμη,TF2_ντίμη,m,331,18,3all_Perc.osexp,25,FF17,1,0,3,0
5,q,1,AF1_χάνει,CM6_χύνει,TM1_χύνει,TF2_χύνει,q,354,19,3all_Perc.osexp,25,FF17,1,0,3,0
16,m,1,TM1_ντύσει,AF1_ντύσει,TF2_ντύσει,CM6_δύσει,m,425,20,3all_Perc.osexp,25,FF17,1,0,3,0
7,q,1,TM1_ντάμα,AF1_γκάμα,CM6_ντάμα,TF2_ντάμα,q,249,21,3all_Perc.osexp,25,FF17,1,0,3,0
14,m,1,CM6_χήνα,TF2_χήνα,TM1_χήνα,AF1_κίνα,m,234,22,3all_Perc.osexp,25,FF17,1,0,3,0
17,m,0,CM6_γκέννες,TF2_γκέννες,AF1_γκέννες,TM1_γέννες,q,292,22,3all_Perc.osexp,25,FF17,1,0,3,0
12,q,1,TM1_δούλα,AF1_γούλα,CM6_γούλα,TF2_γούλα,q,191,23,3all_Perc.osexp,25,FF17,1,0,3,0
18,q,1,AF1_γάτα,TF2_γκάτα,TM1_γάτα,CM6_γάτα,q,282,24,3all_Perc.osexp,25,FF17,1,0,3,0
2,q,1,TM1_τάπες,CM6_κάπες,TF2_κάπες,AF1_κάπες,q,273,25,3all_Perc.osexp,25,FF17,1,0,3,0
7,m,1,CM6_γκάλα,TM1_γκάλα,AF1_γκάλα,TF2_ντάλα,m,161,26,3all_Perc.osexp,25,FF17,1,0,3,0
6,m,1,AF1_χάβω,TF2_χάβω,CM6_χάβω,TM1_θάβω,m,225,27,3all_Perc.osexp,25,FF17,1,0,3,0
3,m,1,TF2_κέντα,TM1_κέντα,CM6_τέντα,AF1_κέντα,m,63,28,3all_Perc.osexp,25,FF17,1,0,3,0
15,q,1,AF1_κάνω,CM6_χάνω,TM1_χάνω,TF2_χάνω,q,362,29,3all_Perc.osexp,25,FF17,1,0,3,0
10,q,1,TM1_γόνος,AF1_γένος,TF2_γόνος,CM6_γόνος,q,340,30,3all_Perc.osexp,25,FF17,1,0,3,0
13,m,1,TM1_τάμα,TF2_τάμα,CM6_θάμα,AF1_τάμα,m,245,31,3all_Perc.osexp,25,FF17,1,0,3,0
4,m,1,TM1_θύτης,TF2_θύτης,AF1_θύτης,CM6_χύτης,m,142,32,3all_Perc.osexp,25,FF17,1,0,3,0
17,m,0,CM3_γκέννες,TF1_γκέννες,CF2_γκέννες,AM1_γέννες,q,173,32,3all_Perc.osexp,25,FF17,2,0,3,0
14,m,1,CM3_χήνα,CF2_χήνα,TF1_χήνα,AM1_κίνα,m,165,33,3all_Perc.osexp,25,FF17,2,0,3,0
